Date,Open,High,Low,Close,Adj Close,Volume
2021-05-14,11101.480469,11129.870117,11066.599609,11120.769531,11120.769531,41027200
2021-05-17,11133.299805,11163.990234,11084.519531,11135.370117,11135.370117,39926000
2021-05-18,11178.469727,11205.690430,11116.299805,11141.750000,11141.750000,36718300
2021-05-19,11060.740234,11099.540039,10993.719727,11045.200195,11045.200195,46757000
2021-05-20,11091.320313,11152.080078,11054.419922,11152.080078,11152.080078,42271500
2021-05-21,11205.809570,11239.200195,11138.900391,11225.580078,11225.580078,43988800
2021-05-25,null,null,null,null,null,null
2021-05-26,11325.419922,11382.320313,11310.419922,11348.740234,11348.740234,40702000
2021-05-27,11341.190430,11408.610352,11321.110352,11340.269531,11340.269531,77076000
2021-05-28,11345.400391,11443.969727,11326.750000,11426.150391,11426.150391,40919400
2021-05-31,null,null,null,null,null,null
2021-06-01,11415.200195,11501.349609,11389.879883,11434.879883,11434.879883,38214700
2021-06-02,11455.790039,11495.309570,11455.540039,11470.349609,11470.349609,32650400
2021-06-03,11445.799805,11510.599609,11424.809570,11510.599609,11510.599609,31906400
2021-06-04,11514.950195,11570.679688,11505.209961,11570.679688,11570.679688,29857200
2021-06-07,11535.879883,11641.309570,11530.639648,11630.660156,11630.660156,29567100
2021-06-08,11664.230469,11702.919922,11647.049805,11656.889648,11656.889648,42707900
2021-06-09,11639.599609,11788.099609,11630.509766,11788.099609,11788.099609,36219900
2021-06-10,null,null,null,null,null,null
2021-06-11,11798.980469,11873.629883,11783.410156,11841.299805,11841.299805,35631000
2021-06-14,11871.129883,11895.540039,11837.889648,11866.410156,11866.410156,30023700
2021-06-15,11902.540039,11963.599609,11892.469727,11921.969727,11921.969727,34317900
2021-06-16,11935.259766,11995.820313,11923.309570,11982.030273,11982.030273,43487400
2021-06-17,11943.709961,12017.759766,11914.519531,12011.110352,12011.110352,53742700
2021-06-18,12023.280273,12072.110352,11930.980469,11941.250000,11941.250000,148055100
2021-06-21,11882.540039,11995.629883,11874.110352,11995.629883,11995.629883,39384200
2021-06-22,11983.259766,11991.309570,11913.440430,11982.480469,11982.480469,34162400
2021-06-23,11965.089844,11988.000000,11898.620117,11898.620117,11898.620117,37293700
2021-06-24,11929.910156,12010.589844,11925.910156,11993.639648,11993.639648,39141800
2021-06-25,11974.530273,12003.690430,11970.440430,11999.700195,11999.700195,32556100
2021-06-28,11997.639648,12035.950195,11986.879883,12009.169922,12009.169922,30879200
2021-06-29,12015.580078,12071.290039,12012.410156,12028.450195,12028.450195,32486000
2021-06-30,12022.570313,12034.919922,11931.480469,11942.719727,11942.719727,37611300
2021-07-01,11993.980469,12015.660156,11901.860352,11977.030273,11977.030273,29583100
2021-07-02,12023.459961,12061.580078,11939.820313,11964.839844,11964.839844,30848200
2021-07-05,null,null,null,null,null,null
2021-07-06,11959.690430,12025.440430,11933.469727,11965.219727,11965.219727,30616700
2021-07-07,11990.469727,12085.509766,11990.469727,12085.509766,12085.509766,34846200
2021-07-08,12034.519531,12035.509766,11863.809570,11924.660156,11924.660156,46662900
2021-07-09,11949.969727,12005.450195,11935.490234,11989.809570,11989.809570,38359200
2021-07-12,11979.860352,12081.620117,11959.929688,12081.620117,12081.620117,30658300
2021-07-13,12061.080078,12078.919922,12019.860352,12071.049805,12071.049805,30458200
2021-07-14,12038.809570,12060.459961,11985.790039,12043.349609,12043.349609,28712900
2021-07-15,12025.480469,12059.629883,11960.629883,11976.790039,11976.790039,32426200
2021-07-16,12022.549805,12057.030273,11969.629883,12026.500000,12026.500000,34846300
2021-07-19,11957.370117,11979.320313,11799.230469,11862.080078,11862.080078,49569500
2021-07-20,11929.320313,11985.889648,11900.200195,11945.679688,11945.679688,44864000
2021-07-21,12020.290039,12048.549805,11983.230469,12021.580078,12021.580078,43445000
2021-07-22,12056.389648,12060.160156,11927.620117,11977.000000,11977.000000,35470900
2021-07-23,12033.040039,12142.599609,12016.169922,12130.830078,12130.830078,30945700
2021-07-26,12099.179688,12099.179688,12027.469727,12049.629883,12049.629883,32066900
2021-07-27,12002.830078,12043.379883,11940.799805,12021.089844,12021.089844,29190200
2021-07-28,12055.969727,12080.150391,12032.969727,12073.230469,12073.230469,26441600
2021-07-29,12033.540039,12115.559570,12024.370117,12086.740234,12086.740234,45240200
2021-07-30,12005.910156,12146.679688,11998.580078,12116.820313,12116.820313,40744000
2021-08-02,12165.209961,12194.370117,12124.360352,12171.019531,12171.019531,34491000
2021-08-03,12170.139648,12215.620117,12139.809570,12163.219727,12163.219727,31881900
2021-08-04,12201.969727,12214.190430,12169.889648,12178.740234,12178.740234,29660400
2021-08-05,12185.870117,12211.629883,12167.240234,12199.820313,12199.820313,29806400
2021-08-06,12198.400391,12215.580078,12149.679688,12176.299805,12176.299805,32601400
2021-08-09,12211.709961,12321.370117,12211.519531,12310.750000,12310.750000,24012500
2021-08-10,12305.459961,12382.709961,12305.299805,12361.690430,12361.690430,26956900
2021-08-11,12385.440430,12426.150391,12361.490234,12387.900391,12387.900391,28623600
2021-08-12,12412.410156,12443.589844,12405.809570,12429.169922,12429.169922,27423800
2021-08-13,12452.000000,12478.660156,12442.070313,12464.440430,12464.440430,21459200
2021-08-16,12431.530273,12442.780273,12376.059570,12419.139648,12419.139648,31025600
2021-08-17,12412.009766,12496.950195,12392.660156,12477.440430,12477.440430,28522200
2021-08-18,12458.370117,12573.429688,12456.919922,12545.349609,12545.349609,30905500
2021-08-19,12453.110352,12453.610352,12296.950195,12403.580078,12403.580078,41872700
2021-08-20,12409.919922,12427.299805,12327.290039,12415.660156,12415.660156,34594300
2021-08-23,12483.910156,12490.509766,12423.730469,12476.870117,12476.870117,24797300
2021-08-24,12505.969727,12524.099609,12409.129883,12436.660156,12436.660156,28337000
2021-08-25,12436.540039,12447.419922,12325.809570,12364.570313,12364.570313,32918900
2021-08-26,12344.490234,12424.250000,12329.769531,12409.030273,12409.030273,25313600
2021-08-27,12390.419922,12453.120117,12381.790039,12439.000000,12439.000000,23217600
2021-08-30,12419.870117,12444.589844,12404.349609,12436.580078,12436.580078,21042600
2021-08-31,12457.440430,12494.650391,12398.339844,12411.110352,12411.110352,55904300
2021-09-01,12472.040039,12491.179688,12415.799805,12432.790039,12432.790039,36177600
2021-09-02,12440.519531,12469.269531,12424.750000,12432.459961,12432.459961,27198900
2021-09-03,12432.040039,12436.209961,12296.120117,12351.839844,12351.839844,30421300
2021-09-06,12383.259766,12448.450195,12378.919922,12430.230469,12430.230469,26128800
